Date,Close,Volume,RSI
,KLAC,KLAC,
2008-01-22,23.12041473388672,4715300,36.12268273107316
2008-01-23,23.218202590942383,6733600,36.91458942641691
2008-01-24,22.79990005493164,6645500,36.813082935726904
2008-01-25,22.908550262451172,8763000,44.58708032919035
2008-01-28,23.408329010009766,3505000,49.617209946169844
2008-01-29,23.000898361206055,4272600,51.79857306402239
2008-01-30,22.761869430541992,4847500,47.398342491127416
2008-01-31,22.696683883666992,4793500,46.160128211343334
2008-02-01,23.96787452697754,5001700,58.44923008325868
2008-02-04,23.45178985595703,3295900,51.321609694442444
2008-02-05,22.626054763793945,2980100,50.799338513666434
2008-02-06,22.2729549407959,2939000,39.279813954236744
2008-02-07,22.47394371032715,4123200,44.80054035058895
2008-02-08,22.783599853515625,3444900,41.82655294932837
2008-02-11,22.908550262451172,3568200,48.051953518226874
2008-02-12,22.653226852416992,5072000,44.95143175425177
2008-02-13,23.31597900390625,4981600,54.41859371356269
2008-02-14,22.544578552246094,4066100,47.201339419541846
2008-02-15,22.213199615478516,3092900,40.566067279584026
2008-02-19,21.76230812072754,4175600,40.28962830177281
2008-02-20,22.984601974487305,7030500,51.51293723544069
2008-02-21,23.415298461914062,7485800,54.65035877380747
2008-02-22,23.1917667388916,4009900,44.18975178817948
2008-02-25,23.502525329589844,3603000,50.39187308262099
2008-02-26,24.25486183166504,7777400,62.72493841406609
2008-02-27,24.216697692871094,3749400,65.971269046066
2008-02-28,23.507976531982422,3803100,57.84207107944181
2008-02-29,22.902830123901367,6008900,50.8654492330977
2008-03-03,22.69565773010254,4875600,48.472918265685436
2008-03-04,22.706567764282227,4768100,50.396518644004345
2008-03-05,22.793792724609375,4233100,45.75501597047788
2008-03-06,22.433977127075195,3321600,49.03641217703016
2008-03-07,22.77743148803711,4988800,54.9054105773268
2008-03-10,22.232257843017578,3693100,54.019825279891194
2008-03-11,22.85921287536621,4559900,48.8058319867003
2008-03-12,20.607637405395508,15506100,30.14647946743763
2008-03-13,20.765731811523438,10227800,32.684790578346664
2008-03-14,19.724456787109375,9798700,25.581313355204344
2008-03-17,19.419153213500977,10413800,16.82866120567479
2008-03-18,20.25872802734375,6621900,25.539088355653803
2008-03-19,19.413707733154297,6190600,25.115959118585508
2008-03-20,19.539087295532227,5933200,28.289831008400085
2008-03-24,20.362302780151367,4997200,36.049487684868375
2008-03-25,20.389568328857422,4157400,36.17431196210673
2008-03-26,20.17150115966797,3403700,34.59318926527081
2008-03-27,20.24237632751465,3822700,36.671088640862386
2008-03-28,20.1224308013916,3471400,33.40151663121564
2008-03-31,20.226022720336914,2695100,36.72446917187102
2008-04-01,21.212783813476562,5199000,39.60055273978461
2008-04-02,21.676177978515625,4872900,58.71884603448861
2008-04-03,22.046903610229492,3967600,60.10324911941033
2008-04-04,21.899702072143555,3286800,69.96985754564706
2008-04-07,23.33896255493164,9927200,79.78452510042868
2008-04-08,22.461238861083984,5847800,66.63923120771928
2008-04-09,23.1917667388916,5883900,79.04440993743283
2008-04-10,23.540685653686523,4049700,79.74071866847135
2008-04-11,22.630247116088867,4803500,66.64009601261061
2008-04-14,22.455778121948242,3230900,64.83940865321787
2008-04-15,21.73613929748535,7173100,60.481971802262656
2008-04-16,23.567941665649414,6802000,68.0259176443197
2008-04-17,23.19721794128418,5509000,66.22548524253169
2008-04-18,23.349876403808594,4390000,66.39948316263295
2008-04-21,23.7533016204834,3568500,64.20726890520565
2008-04-22,22.717464447021484,4461500,55.4727635945447
2008-04-23,23.502525329589844,4637700,57.33112236830704
2008-04-24,24.39661407470703,7060000,61.69560502530934
2008-04-25,24.783676147460938,4336700,57.50705267264181
2008-04-28,24.94723129272461,3516300,63.95338281019496
2008-04-29,24.93088150024414,3029800,60.612085899752586
2008-04-30,23.813268661499023,6201500,51.520648437726116
2008-05-01,24.821847915649414,3865300,62.09377451056751
2008-05-02,24.696449279785156,3421100,62.43188299971956
2008-05-05,24.298477172851562,2829600,64.74281127685366
2008-05-06,24.287572860717773,3895700,55.2380788426008
2008-05-07,23.873245239257812,3742300,54.889655010670985
2008-05-08,23.971376419067383,2491000,54.53100304889665
2008-05-09,23.933198928833008,1394900,51.385305114340035
2008-05-12,24.102218627929688,1944700,62.306213704797315
2008-05-13,24.085859298706055,2314300,56.00441975239806
2008-05-14,24.974498748779297,5083600,55.95500909629811
2008-05-15,25.308143615722656,3436800,55.46471501490926
2008-05-16,25.111238479614258,3585700,51.697086609107
2008-05-19,25.280803680419922,3224700,53.50958411447374
2008-05-20,24.35641860961914,4845900,55.667246326510224
2008-05-21,24.143110275268555,3589000,41.508855888161065
2008-05-22,24.47675895690918,2200700,47.38774167942394
2008-05-23,24.01183319091797,2781500,46.64503904045491
2008-05-27,24.85416603088379,3065300,55.55116615264558
2008-05-28,24.94167709350586,3016200,61.18412803628973
2008-05-29,25.247970581054688,3571300,62.80508313413767
2008-05-30,25.22610092163086,3925400,63.01122855321
2008-06-02,24.919801712036133,4285800,58.00659057975211
2008-06-03,24.3782958984375,4595200,52.59674294817489
2008-06-04,24.51504135131836,4278900,45.29142249518173
2008-06-05,24.175922393798828,5553400,38.409857702941224
2008-06-06,23.426576614379883,4542100,34.50701952444467
2008-06-09,23.071046829223633,6112400,30.35010110323114
2008-06-10,22.928836822509766,4900600,35.2542188556487
2008-06-11,22.004457473754883,4146200,30.73881247728208
2008-06-12,22.283418655395508,3186700,30.049763603798155
2008-06-13,22.90696144104004,3365700,40.232133757499945
2008-06-16,23.399234771728516,3787600,36.28868425451754
2008-06-17,22.85773277282715,3104200,31.90887634670861
2008-06-18,22.130264282226562,4473900,24.778907166623355
2008-06-19,22.567838668823242,4335800,29.85083171820382
2008-06-20,21.916948318481445,3733900,28.368875010029925
2008-06-23,21.769269943237305,3460900,30.075315450635642
2008-06-24,22.37093162536621,4631900,34.71143753133178
2008-06-25,22.507673263549805,3448000,37.751041586432414
2008-06-26,21.58329963684082,3742000,36.8050594750467
2008-06-27,21.720046997070312,3852900,40.01626573188042
2008-06-30,22.267009735107422,5405900,45.385235754780766
2008-07-01,22.72099494934082,5007200,55.34700477095977
2008-07-02,22.048234939575195,4116700,48.34241369000889
2008-07-03,21.82396697998047,2481400,41.911779579145474
2008-07-07,21.982593536376953,4184400,38.86505501148084
2008-07-08,22.234182357788086,3944500,44.86479320315514
2008-07-09,20.565948486328125,6355500,38.845585139197624
2008-07-10,21.189477920532227,5072400,40.425454111848644
2008-07-11,20.66986656188965,5159700,41.17643565949136
2008-07-14,20.418258666992188,4113000,40.579639213716895
2008-07-15,21.058212280273438,8163500,40.895261836809155
2008-07-16,21.326223373413086,4196500,41.952260803812486
2008-07-17,21.998994827270508,5322800,52.93211512558327
2008-07-18,21.851314544677734,3829900,50.924472695131676
2008-07-21,21.763803482055664,3268200,46.21087539442371
2008-07-22,20.937881469726562,6044000,37.285408586295034
2008-07-23,21.386394500732422,4757500,45.124799896144104
2008-07-24,20.801130294799805,4419800,42.846119961804064
2008-07-25,20.369035720825195,4173500,39.13032752319912
2008-07-28,19.865821838378906,5109500,34.56876532773866
2008-07-29,20.24322509765625,3870300,47.472043067302224
2008-07-30,20.653467178344727,4051800,45.6561739508933
2008-07-31,20.560466766357422,4893300,49.047569231688904
2008-08-01,19.74549674987793,7954900,44.66616602887267
2008-08-04,19.67985725402832,4177100,37.9771626732789
2008-08-05,19.99710464477539,4685100,38.50536280370829
